YearStart,YearEnd,LocationDesc,Class,Topic,Question,Data_Value,Data_Value_Alt,Low_Confidence_Limit,High_Confidence_Limit,Age group,Stratification2,ClassID
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,,,,,50-64 years,Asian/Pacific Islander,C03
2018,2018,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,60.8,60.8,50.2,70.4,Overall,Native Am/Alaskan Native,C01
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",41.6,41.6,36.3,47.1,50-64 years,Overall,C03
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,,,,65 years or older,"Black, non-Hispanic",C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,,,,50-64 years,"Black, non-Hispanic",C02
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,20.7,20.7,11.5,34.4,Overall,Native Am/Alaskan Native,C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",,,,,65 years or older,"Black, non-Hispanic",C02
2018,2018,Arizona,Screenings and Vaccines,Pap test within past 3 years,Percentage of older adult women with an intact cervix who had a Pap test within the past 3 years,,,,,50-64 years,"Black, non-Hispanic",C03
2018,2018,Arizona,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,,,,,Overall,"Black, non-Hispanic",C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,,,,,Overall,"Black, non-Hispanic",C02
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",64.8,64.8,62.1,67.3,Overall,Overall,C03
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",76.4,76.4,72.7,79.7,65 years or older,Female,C03
2018,2018,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,,,,,Overall,Asian/Pacific Islander,C01
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",46.1,46.1,38.5,53.8,50-64 years,Female,C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,Obesity,"Percentage of older adults who are currently obese, with a body mass index (BMI) of 30 or more",26.7,26.7,23.4,30.3,65 years or older,Male,C02
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,,,,,50-64 years,Native Am/Alaskan Native,C03
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,38.7,38.7,35.8,41.6,65 years or older,"White, non-Hispanic",C03
2018,2018,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,83,83,79.8,85.7,50-64 years,"White, non-Hispanic",C01
2018,2018,Arizona,Overall Health,Oral health:  tooth retention,Percentage of older adults who report having lost 5 or fewer teeth due to decay or gum disease,70.5,70.5,67.8,73.2,65 years or older,"White, non-Hispanic",C01
2018,2018,Arizona,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",53.1,53.1,36.3,69.2,65 years or older,Native Am/Alaskan Native,C01
2017,2017,Arizona,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",34.2,34.2,31.8,36.6,50-64 years,Female,C01
2016,2016,Arizona,Overall Health,"Disability status, including sensory or mobility limitations","Percentage of older adults who report having a disability (includes limitations related to sensory or mobility impairments or a physical, mental, or emotional condition)",27,27,17.2,39.8,50-64 years,"Black, non-Hispanic",C01
2018,2018,Arizona,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,69.8,69.8,65.9,73.5,65 years or older,"White, non-Hispanic",C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,25.3,25.3,22.2,28.7,50-64 years,Overall,C02
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",47.4,47.4,41.1,53.8,50-64 years,"White, non-Hispanic",C03
2018,2018,Arizona,Overall Health,Fall with injury within last year,Percentage of older adults who have fallen and sustained an injury within last year,10.9,10.9,8.9,13.3,65 years or older,Female,C01
2018,2018,Arizona,Screenings and Vaccines,Mammogram within past 2 years,Percentage of older adult women who have received a mammogram within the past 2 years,69,69,49.7,83.3,65 years or older,Native Am/Alaskan Native,C03
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,70.7,70.7,59.9,79.5,65 years or older,Hispanic,C03
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,,,,,50-64 years,Native Am/Alaskan Native,C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,28.7,28.7,26.1,31.6,65 years or older,"White, non-Hispanic",C02
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,29.9,29.9,27.1,32.9,Overall,Overall,C03
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",47.6,47.6,39.1,56.1,Overall,Hispanic,C03
2018,2018,Arizona,Screenings and Vaccines,Colorectal cancer screening,Percentage of older adults who had either a home blood stool test within the past year or a sigmoidoscopy or colonoscopy within the past 10 years,,,,,65 years or older,"Black, non-Hispanic",C03
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Women,Percentage of older adult women who are up to date with select clinical preventive services,23.2,23.2,16.8,31.1,Overall,Hispanic,C03
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,18.5,18.5,10.9,29.5,50-64 years,Hispanic,C03
2018,2018,Arizona,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,,,,,50-64 years,Asian/Pacific Islander,C04
2018,2018,Arizona,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,64.4,64.4,47.3,78.5,65 years or older,Hispanic,C03
2018,2018,Arizona,Screenings and Vaccines,Influenza vaccine within past year,Percentage of older adults who reported influenza vaccine within the past year,,,,,50-64 years,"Black, non-Hispanic",C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,27.5,27.5,25.5,29.7,Overall,Overall,C02
2018,2018,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",29.8,29.8,24.9,35.1,50-64 years,Female,C01
2018,2018,Arizona,Screenings and Vaccines,Up-to-date with recommended vaccines and screenings - Men,Percentage of older adult men who are up to date with select clinical preventive services,20.7,20.7,11.5,34.4,Overall,Native Am/Alaskan Native,C03
2018,2018,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",22,22,19.4,24.7,Overall,Male,C01
2018,2018,Arizona,Screenings and Vaccines,Ever had pneumococcal vaccine,"Percentage of at risk adults (have diabetes, asthma, cardiovascular disease or currently smoke) who ever had a pneumococcal vaccine",,,,,65 years or older,"Black, non-Hispanic",C03
2018,2018,Arizona,Nutrition/Physical Activity/Obesity,No leisure time physical activity within past month,Percentage of older adults who have not had any leisure time physical activity in the past month,30.7,30.7,27.7,33.9,Overall,Female,C02
2018,2018,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",23.3,23.3,19.9,27.1,50-64 years,"White, non-Hispanic",C01
2018,2018,Arizona,Screenings and Vaccines,Diabetes screening within past 3 years,Percentage of older adults without diabetes who reported a blood sugar or diabetes test within 3 years,63.5,63.5,57.3,69.2,50-64 years,Female,C03
2018,2018,Arizona,Overall Health,Self-rated health (good to excellent health),"Percentage of older adults who self-reported that their health is ""good"", ""very good"", or ""excellent""",61.2,61.2,43,76.6,65 years or older,Native Am/Alaskan Native,C01
2018,2018,Arizona,Overall Health,Self-rated health (fair to poor health),"Percentage of older adults who self-reported that their health is ""fair"" or ""poor""",40,40,30.9,49.9,Overall,Native Am/Alaskan Native,C01
2018,2018,Arizona,Mental Health,Lifetime diagnosis of depression,Percentage of older adults with a lifetime diagnosis of depression,13.9,13.9,12.1,16,65 years or older,Overall,C05
2018,2018,Arizona,Smoking and Alcohol Use,Current smoking,Percentage of older adults who have smoked at least 100 cigarettes in their entire life and still smoke every day or some days,15.9,15.9,12.7,19.8,50-64 years,Female,C04
